,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
321,321,321,321,321,321,321,321,321,8514,0.35,A,41.5025,-121.0025,6,20090801,20090801,6049.0,20090801,270,150,204,0,0.79428977,98.667
322,322,322,322,322,322,322,322,322,8515,0.1,A,41.53583333,-121.33555556,6,20090807,20090807,6049.0,20090807,67,25,47,152,2.955494,97.0
323,323,323,323,323,323,323,323,323,8516,0.25,A,41.56277778,-121.44944444,6,20090806,20090806,6049.0,20090806,130,26,76,51,3.8470786,97.0
324,324,324,324,324,324,324,324,324,8517,1.5,B,41.61388889,-121.4425,6,20090808,20090811,6049.0,20090808,199,12,112,0,1.5074822,97.0
325,325,325,325,325,325,325,325,325,8518,0.3,A,41.60694444,-121.28138889,6,20090806,20090806,6049.0,20090806,130,26,76,51,3.8470786,97.0
326,326,326,326,326,326,326,326,326,8519,5.0,B,41.696769,-120.36035,6,20030927,20030927,6049.0,20030927,333,50,194,0,1.8200275,77.0
327,327,327,327,327,327,327,327,327,8520,1.75,B,41.54166667,-121.66305556,6,20090804,20090806,6049.0,20090804,239,116,169,0,3.093121,97.0
328,328,328,328,328,328,328,328,328,8521,1.0,B,41.3199,-120.5044,6,20030922,20030922,6049.0,20030922,267,17,140,0,2.2340257,77.0
329,329,329,329,329,329,329,329,329,8522,0.25,A,41.94972222,-120.96333333,6,20090804,20090804,6049.0,20090804,239,116,169,0,3.093121,97.0
330,330,330,330,330,330,330,330,330,8523,0.35,A,41.71333333,-121.23666667,6,20090803,20090805,6049.0,20090803,231,73,141,0,2.267706,98.667
331,331,331,331,331,331,331,331,331,8524,0.2,A,41.6516,-120.4577,6,20030906,20030906,6049.0,20030906,256,84,156,0,1.9757015,66.667
332,332,332,332,332,332,332,332,332,8525,2.0,B,41.204331,-120.9422,6,19990607,19990607,6049.0,19990607,73,-50,8,0,2.5941668,153.333
333,333,333,333,333,333,333,333,333,8526,0.5,B,41.4632,-120.1727,6,20030904,20030905,6049.0,20030904,266,61,164,0,1.2340546,66.667
334,334,334,334,334,334,334,334,334,8527,0.1,A,41.46833333,-121.29166667,6,20090802,20090803,6049.0,20090802,297,121,192,51,2.7886903,98.667
335,335,335,335,335,335,335,335,335,8528,0.3,B,41.219189,-121.191431,6,19990613,19990613,6049.0,19990613,283,83,183,0,3.1662292,153.333
336,336,336,336,336,336,336,336,336,8529,0.1,A,41.51722222,-121.05194444,6,20090809,20090809,6049.0,20090809,250,46,152,0,0.45694783,97.0
337,337,337,337,337,337,337,337,337,8530,4.8,B,41.73333333,-121.41694444,6,20090801,20090803,6049.0,20090801,270,150,204,0,0.79428977,98.667
338,338,338,338,338,338,338,338,338,8531,0.5,B,41.07944444,-120.80083333,6,20081013,20081014,6049.0,20081013,113,2,66,0,1.10941,73.0
339,339,339,339,339,339,339,339,339,8532,0.4,A,41.66833333,-120.89833333,6,20090730,20090731,6049.0,20090730,302,75,194,0,1.2163067,98.667
340,340,340,340,340,340,340,340,340,8533,0.1,A,41.4997,-120.8467,6,20080408,20080408,6049.0,20080408,-1,-52,-33,102,1.8031383,91.0
341,341,341,341,341,341,341,341,341,8534,0.3,B,41.55235,-120.515039,6,20030723,20030723,6049.0,20030723,378,189,283,0,1.7117209999999998,81.667
342,342,342,342,342,342,342,342,342,8535,0.2,A,41.6816,-120.0377,6,20030722,20030722,6049.0,20030722,375,135,244,0,0.8043048,81.667
343,343,343,343,343,343,343,343,343,8536,0.1,A,41.218111,-121.378889,6,19990728,19990728,6049.0,19990728,260,84,164,0,2.8375356,153.667
344,344,344,344,344,344,344,344,344,8537,0.1,A,41.1867,-120.4114,6,20090712,20090712,6049.0,20090712,199,48,133,0,3.0611184,123.75
345,345,345,345,345,345,345,345,345,8538,0.2,A,41.263269,-121.172169,6,19990810,19990810,6049.0,19990810,188,61,114,51,2.9004402,153.667
346,346,346,346,346,346,346,346,346,8539,9.0,B,41.63822,-120.11606,6,19990815,19990816,6049.0,19990815,197,32,110,0,0.9654041,153.667
347,347,347,347,347,347,347,347,347,8540,5.5,B,41.13694444,-120.78972222,6,20080505,20080507,6049.0,20080505,204,49,133,0,1.2206538,169.0
348,348,348,348,348,348,348,348,348,8541,15.5,B,41.218189,-121.417489,6,19990822,19990823,6049.0,19990822,263,128,183,0,2.5955694,128.0
349,349,349,349,349,349,349,349,349,8542,0.1,A,41.2299,-120.4461,6,20030701,20030701,6049.0,20030701,272,28,150,0,3.1323042,168.667
350,350,350,350,350,350,350,350,350,8543,640.1,A,41.290681,-120.716769,6,19990823,19990823,6049.0,19990823,256,94,162,0,1.6130155000000002,128.0
351,351,351,351,351,351,351,351,351,8544,4.0,B,41.72611111,-120.31277778,6,20090703,20090704,6049.0,20090703,257,80,177,0,1.6070213,146.0
352,352,352,352,352,352,352,352,352,8545,22.0,C,41.37755,-120.573319,6,19980916,19980916,6049.0,19980916,249,26,137,0,1.995419,153.333
353,353,353,353,353,353,353,353,353,8546,0.95,A,41.77361111,-120.89472222,6,20090701,20090701,6049.0,20090701,234,131,178,0,0.9093351,146.0
354,354,354,354,354,354,354,354,354,8547,0.1,A,41.5366,-120.2011,6,20030723,20030723,6049.0,20030723,378,189,283,0,1.7117209999999998,81.667
355,355,355,355,355,355,355,355,355,8548,0.3,B,41.1172,-120.7722,6,20090730,20090730,6049.0,20090730,302,75,194,0,1.2163067,98.667
356,356,356,356,356,356,356,356,356,8549,0.2,A,41.552381,-120.534711,6,20030723,20030723,6049.0,20030723,378,189,283,0,1.7117209999999998,81.667
357,357,357,357,357,357,357,357,357,8550,0.1,A,41.34801,-120.4762,6,19990722,19990722,6049.0,19990722,306,22,167,0,1.6273313,153.667
358,358,358,358,358,358,358,358,358,8551,2.0,B,41.17,-120.73861111,6,20090730,20090731,6049.0,20090730,302,75,194,0,1.2163067,98.667
359,359,359,359,359,359,359,359,359,8552,0.25,A,41.98722222,-120.63138889,6,20090729,20090729,6049.0,20090729,307,78,186,0,1.3857864,114.0
360,360,360,360,360,360,360,360,360,8553,0.5,B,41.23156,-120.5044,6,19990628,19990628,6049.0,19990628,199,60,139,0,2.2162375,153.333
361,361,361,361,361,361,361,361,361,8554,3.0,B,41.508539,-120.649319,6,19990630,19990630,6049.0,19990630,226,79,152,0,3.283899,153.333
362,362,362,362,362,362,362,362,362,8555,0.5,B,41.406889,-120.688161,6,19990704,19990704,6049.0,19990704,170,-12,82,0,2.7600439,153.333
363,363,363,363,363,363,363,363,363,8556,10.1,C,41.552381,-120.534711,6,19990708,19990708,6049.0,19990708,264,21,160,0,2.2643335,153.333
364,364,364,364,364,364,364,364,364,8557,0.1,A,41.2032,-120.3894,6,20030801,20030801,6049.0,20030801,231,105,163,0,3.1187773,88.0
365,365,365,365,365,365,365,365,365,8558,1330.0,F,41.2616,-120.0811,6,20030731,20030804,6049.0,20030731,336,122,233,0,2.3010678,88.0
366,366,366,366,366,366,366,366,366,8559,0.1,A,41.406819,-120.669031,6,19981023,19981023,6049.0,19981023,211,-44,83,0,1.6124572,153.333
367,367,367,367,367,367,367,367,367,8560,0.5,B,41.4422,-120.1506,6,20090817,20090817,6049.0,20090817,208,43,119,0,2.6281862,107.0
368,368,368,368,368,368,368,368,368,8561,0.5,B,41.41989,-120.63108,6,19990712,19990712,6049.0,19990712,296,97,187,0,1.3923056,153.333
369,369,369,369,369,369,369,369,369,8562,1.0,B,41.508861,-120.841639,6,20030728,20030728,6049.0,20030728,285,114,187,0,0.18028857,81.667
370,370,370,370,370,370,370,370,370,8563,0.1,A,41.8561,-120.1644,6,20090819,20090819,6049.0,20090819,280,160,217,0,0.47422412,76.5
371,371,371,371,371,371,371,371,371,8564,0.1,A,41.465661,-120.918669,6,19990713,19990713,6049.0,19990713,286,112,193,0,1.1901706,153.333
372,372,372,372,372,372,372,372,372,8565,0.5,B,41.3716,-120.3677,6,20030727,20030728,6049.0,20030727,271,125,198,0,0.6007556,81.667
373,373,373,373,373,373,373,373,373,8566,5.0,B,41.219339,-121.172211,6,19990714,19990714,6049.0,19990714,218,38,139,0,3.7312174,153.333
374,374,374,374,374,374,374,374,374,8567,0.1,A,41.362681,-120.379631,6,20030726,20030726,6049.0,20030726,317,106,211,56,2.1914632000000003,81.667
375,375,375,375,375,375,375,375,375,8568,0.1,A,41.8606,-120.1572,6,20090717,20090717,6049.0,20090717,260,82,170,0,1.2592822,143.667
376,376,376,376,376,376,376,376,376,8569,0.1,A,41.493489,-120.379119,6,20030724,20030724,6049.0,20030724,237,104,177,0,2.1472983,81.667
377,377,377,377,377,377,377,377,377,8570,0.1,A,41.3782,-120.5344,6,20040614,20040614,6049.0,20040614,235,15,134,0,3.5415792,174.667
378,378,378,378,378,378,378,378,378,8571,0.1,A,41.2319,-120.4114,6,20090517,20090517,6049.0,20090517,248,121,180,0,2.0478764,142.667
379,379,379,379,379,379,379,379,379,8572,0.3,B,41.4792,-120.649311,6,19990323,19990323,6049.0,19990323,54,-59,-14,0,3.191755,153.333
380,380,380,380,380,380,380,380,380,8573,0.1,A,41.522889,-120.630639,6,20010825,20010825,6049.0,20010825,280,60,157,0,0.9900055,64.0
381,381,381,381,381,381,381,381,381,8574,1.0,B,41.41555556,-120.31166667,6,20080817,20080818,6049.0,20080817,333,113,226,0,0.704914,89.0
382,382,382,382,382,382,382,382,382,8575,16.4,C,41.9225,-120.98722222,6,20080917,20080918,6049.0,20080917,196,78,121,0,2.0689104,71.5
383,383,383,383,383,383,383,383,383,8576,0.3,B,41.46666667,-120.30611111,6,20080817,20080818,6049.0,20080817,333,113,226,0,0.704914,89.0
384,384,384,384,384,384,384,384,384,8577,2.2,A,41.6025,-120.61444444,6,20080917,20080918,6049.0,20080917,196,78,121,0,2.0689104,71.5
385,385,385,385,385,385,385,385,385,8578,0.25,A,41.33694444,-120.18944444,6,20091012,20091012,6049.0,20091012,119,25,58,0,3.161849,169.0
386,386,386,386,386,386,386,386,386,8579,4.1,A,41.95944444,-121.1375,6,20080818,20080819,6049.0,20080818,235,91,157,0,3.4909,89.0
387,387,387,387,387,387,387,387,387,8580,1.0,B,41.204339,-120.961381,6,20010829,20010829,6049.0,20010829,266,70,153,0,1.2965333,53.5
388,388,388,388,388,388,388,388,388,8581,0.1,A,41.5025,-121.41277778,6,20080729,20080729,6049.0,20080729,228,102,153,0,2.7789378,87.0
389,389,389,389,389,389,389,389,389,8582,0.2,A,41.96638889,-120.58722222,6,20080818,20080818,6049.0,20080818,235,91,157,0,3.4909,89.0
390,390,390,390,390,390,390,390,390,8583,0.1,A,41.392239,-120.59245,6,20010719,20010719,6049.0,20010719,223,16,126,0,0.80156076,78.0
391,391,391,391,391,391,391,391,391,8584,0.3,B,41.3294,-120.1181,6,20091012,20091012,6049.0,20091012,119,25,58,0,3.161849,169.0
392,392,392,392,392,392,392,392,392,8585,1.0,B,41.52194444,-120.30388889,6,20080817,20080818,6049.0,20080817,333,113,226,0,0.704914,89.0
393,393,393,393,393,393,393,393,393,8586,1.0,B,41.70666667,-120.32194444,6,20080801,20080802,6049.0,20080801,256,42,150,0,3.2380638,68.0
394,394,394,394,394,394,394,394,394,8587,0.5,B,41.522461,-120.3989,6,19980428,19980428,6049.0,19980428,178,-6,73,0,2.4691074,100.0
395,395,395,395,395,395,395,395,395,8588,0.2,A,41.77916667,-120.76833333,6,20080921,20080921,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
396,396,396,396,396,396,396,396,396,8589,0.1,A,41.62555556,-121.28833333,6,20080920,20080920,6049.0,20080920,158,7,77,0,3.5756176,71.5
397,397,397,397,397,397,397,397,397,8590,0.35,A,41.77055556,-120.77944444,6,20080918,20080920,6049.0,20080918,233,48,139,0,0.9904007,71.5
398,398,398,398,398,398,398,398,398,8591,0.1,A,41.26055556,-121.01833333,6,20080817,20080819,6049.0,20080817,333,113,226,0,0.704914,89.0
399,399,399,399,399,399,399,399,399,8592,0.1,A,41.4214,-120.649539,6,20010603,20010603,6049.0,20010603,98,-33,34,0,4.4064755,125.667
400,400,400,400,400,400,400,400,400,8593,0.1,A,41.94555556,-120.97527778,6,20080918,20080918,6049.0,20080918,233,48,139,0,0.9904007,71.5
401,401,401,401,401,401,401,401,401,8594,4.4,B,41.8623,-120.157,6,20080917,20080917,6049.0,20080917,196,78,121,0,2.0689104,71.5
402,402,402,402,402,402,402,402,402,8595,0.1,A,41.5235,-120.51535,6,19980706,19980706,6049.0,19980706,254,120,177,0,1.7604537,100.0
403,403,403,403,403,403,403,403,403,8596,0.1,A,41.42472222,-120.30694444,6,20080817,20080817,6049.0,20080817,333,113,226,0,0.704914,89.0
404,404,404,404,404,404,404,404,404,8597,0.1,A,41.4199,-120.1611,6,20010912,20010912,6049.0,20010912,215,41,113,0,0.8127138,81.0
405,405,405,405,405,405,405,405,405,8598,0.1,A,41.4725,-120.89194444,6,20080917,20080918,6049.0,20080917,196,78,121,0,2.0689104,71.5
406,406,406,406,406,406,406,406,406,8599,0.1,A,41.38444444,-121.5,6,20080921,20080922,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
407,407,407,407,407,407,407,407,407,8600,0.25,A,41.9875,-121.59638889,6,20080819,20080819,6049.0,20080819,191,74,134,0,3.583661,78.5
408,408,408,408,408,408,408,408,408,8601,0.1,A,41.53444444,-120.22305556,6,20080909,20080909,6049.0,20080909,211,103,150,0,2.29838,65.333
409,409,409,409,409,409,409,409,409,8602,0.2,A,41.2749,-120.5994,6,20010709,20010710,6049.0,20010709,313,81,209,51,1.703913,82.667
410,410,410,410,410,410,410,410,410,8603,0.3,A,41.68194444,-121.01888889,6,20080722,20080722,6049.0,20080722,233,40,141,0,2.786268,114.5
411,411,411,411,411,411,411,411,411,8604,4.5,B,41.355,-121.12166667,6,20080704,20080705,6049.0,20080704,206,54,129,0,3.4395447,132.0
412,412,412,412,412,412,412,412,412,8605,1.0,B,41.27611111,-120.90555556,6,20080722,20080723,6049.0,20080722,233,40,141,0,2.786268,114.5
413,413,413,413,413,413,413,413,413,8606,0.3,B,41.4366,-120.6111,6,20010704,20010705,6049.0,20010704,294,152,211,0,2.524465,83.5
414,414,414,414,414,414,414,414,414,8607,0.1,A,41.8999,-120.1227,6,20010911,20010911,6049.0,20010911,191,15,111,0,0.55947095,81.0
415,415,415,415,415,415,415,415,415,8608,0.1,A,41.552381,-120.534711,6,20010706,20010706,6049.0,20010706,263,36,169,0,2.1418295,82.667
416,416,416,416,416,416,416,416,416,8609,0.1,A,41.64805556,-120.49055556,6,20080722,20080722,6049.0,20080722,233,40,141,0,2.786268,114.5
417,417,417,417,417,417,417,417,417,8610,0.3,B,41.465661,-120.918669,6,20010912,20010912,6049.0,20010912,215,41,113,0,0.8127138,81.0
418,418,418,418,418,418,418,418,418,8611,0.1,A,41.96805556,-121.26388889,6,20080723,20080724,6049.0,20080723,236,28,139,0,1.6658041,87.0
419,419,419,419,419,419,419,419,419,8612,0.3,B,41.318819,-120.735369,6,20040629,20040629,6049.0,20040629,226,90,144,0,1.7513990000000002,164.333
420,420,420,420,420,420,420,420,420,8613,0.4,B,41.4945,-120.841469,6,20010913,20010913,6049.0,20010913,158,56,108,102,1.6794416,81.0
421,421,421,421,421,421,421,421,421,8614,0.1,A,41.1016,-120.6377,6,20010912,20010912,6049.0,20010912,215,41,113,0,0.8127138,81.0
422,422,422,422,422,422,422,422,422,8615,0.1,A,41.20397,-120.4086,6,20080722,20080722,6049.0,20080722,233,40,141,0,2.786268,114.5
423,423,423,423,423,423,423,423,423,8616,30.0,C,41.7982,-120.1694,6,20010624,20010625,6049.0,20010624,180,40,110,0,3.5275583,88.5
424,424,424,424,424,424,424,424,424,8617,0.1,A,41.95833333,-120.96833333,6,20080721,20080722,6049.0,20080721,230,108,172,0,2.3194861,95.0
425,425,425,425,425,425,425,425,425,8618,0.1,A,41.2616,-120.5794,6,20010709,20010709,6049.0,20010709,313,81,209,51,1.703913,82.667
426,426,426,426,426,426,426,426,426,8619,0.8,B,41.2981,-120.5044,6,20080909,20080909,6049.0,20080909,211,103,150,0,2.29838,65.333
427,427,427,427,427,427,427,427,427,8620,1.5,B,41.7031,-120.2078,6,20091017,20091018,6049.0,20091017,184,27,102,0,1.9258481,72.333
428,428,428,428,428,428,428,428,428,8621,0.3,B,41.8508,-120.1342,6,20080718,20080718,6049.0,20080718,197,62,123,0,2.1169124,95.0
429,429,429,429,429,429,429,429,429,8622,0.1,A,41.42361111,-120.99972222,6,20071030,20071030,6049.0,20071030,56,-9,25,51,1.1676003,72.5
430,430,430,430,430,430,430,430,430,8623,5.5,B,41.2617,-120.5033,6,20080907,20080908,6049.0,20080907,223,128,174,0,0.91787916,65.333
431,431,431,431,431,431,431,431,431,8624,0.1,A,41.2256,-120.5069,6,20080826,20080826,6049.0,20080826,177,-8,80,0,2.7212080000000003,78.5
432,432,432,432,432,432,432,432,432,8625,0.2,A,41.99,-120.57472222,6,20080827,20080827,6049.0,20080827,218,100,151,0,1.7145256000000002,78.5
433,433,433,433,433,433,433,433,433,8626,20.4,C,41.392361,-120.6691,6,20010710,20010710,6049.0,20010710,229,90,148,0,1.8071269,82.667
434,434,434,434,434,434,434,434,434,8627,0.2,A,41.75583333,-121.04055556,6,20080721,20080722,6049.0,20080721,230,108,172,0,2.3194861,95.0
435,435,435,435,435,435,435,435,435,8628,0.4,B,41.5216,-120.2011,6,20010709,20010709,6049.0,20010709,313,81,209,51,1.703913,82.667
436,436,436,436,436,436,436,436,436,8629,0.1,A,41.42583333,-120.99083333,6,20071029,20071029,6049.0,20071029,127,37,72,127,1.4208816999999998,72.5
437,437,437,437,437,437,437,437,437,8630,0.1,A,41.27722222,-120.82916667,6,20080721,20080721,6049.0,20080721,230,108,172,0,2.3194861,95.0
438,438,438,438,438,438,438,438,438,8631,0.4,A,41.244431,-120.580581,6,20010709,20010710,6049.0,20010709,313,81,209,51,1.703913,82.667
439,439,439,439,439,439,439,439,439,8632,0.1,A,41.26777778,-120.96666667,6,20080806,20080806,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
440,440,440,440,440,440,440,440,440,8633,2.0,B,41.50805556,-120.33916667,6,20080917,20080918,6049.0,20080917,196,78,121,0,2.0689104,71.5
441,441,441,441,441,441,441,441,441,8634,0.25,A,41.32916667,-121.01361111,6,20080806,20080809,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
442,442,442,442,442,442,442,442,442,8635,1.0,B,41.4214,-120.649539,6,19970709,19970709,6049.0,19970709,207,65,133,0,4.1275306,151.667
443,443,443,443,443,443,443,443,443,8636,1.0,B,41.465661,-120.918669,6,19980716,19980716,6049.0,19980716,286,69,173,0,1.5160801000000002,239.667
444,444,444,444,444,444,444,444,444,8637,0.1,A,41.36583333,-121.51555556,6,20080921,20080921,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
445,445,445,445,445,445,445,445,445,8638,0.1,A,41.8849,-120.1427,6,20010810,20010810,6049.0,20010810,313,110,217,0,1.7698021000000002,64.0
446,446,446,446,446,446,446,446,446,8639,0.1,A,41.78055556,-120.5975,6,20080806,20080807,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
447,447,447,447,447,447,447,447,447,8640,0.1,A,41.4787,-120.398561,6,20010810,20010810,6049.0,20010810,313,110,217,0,1.7698021000000002,64.0
448,448,448,448,448,448,448,448,448,8641,0.6,A,41.2749,-120.6177,6,20010809,20010809,6049.0,20010809,344,111,228,0,1.8558654,64.0
449,449,449,449,449,449,449,449,449,8642,0.1,A,41.56333333,-121.00638889,6,20080806,20080806,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
450,450,450,450,450,450,450,450,450,8643,390.0,E,41.261789,-120.717281,6,20010520,20010525,6049.0,20010520,171,19,84,0,3.439914,180.667
451,451,451,451,451,451,451,451,451,8644,0.1,A,41.317611,-120.657689,6,20010522,20010522,6049.0,20010522,269,23,159,0,1.8160461,168.8
452,452,452,452,452,452,452,452,452,8645,0.1,A,41.8432,-120.1811,6,20040618,20040618,6049.0,20040618,289,50,172,0,3.2144685,164.333
453,453,453,453,453,453,453,453,453,8646,0.3,B,41.248389,-121.2104,6,19970719,19970719,6049.0,19970719,258,14,143,0,2.1660016,126.0
454,454,454,454,454,454,454,454,454,8647,0.2,A,41.41333333,-121.48861111,6,20080806,20080807,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
455,455,455,455,455,455,455,455,455,8648,0.1,A,41.46555556,-121.39777778,6,20080921,20080921,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
456,456,456,456,456,456,456,456,456,8649,1.1,B,41.26638889,-121.01944444,6,20080806,20080808,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
457,457,457,457,457,457,457,457,457,8650,0.1,A,41.2749,-120.6177,6,20010809,20010809,6049.0,20010809,344,111,228,0,1.8558654,64.0
458,458,458,458,458,458,458,458,458,8651,1.0,B,40.8856,-120.9669,6,20080808,20080808,6049.0,20080808,248,46,151,0,3.5419009,110.0
459,459,459,459,459,459,459,459,459,8652,130.0,D,41.3049,-120.6177,6,20010809,20010811,6049.0,20010809,344,111,228,0,1.8558654,64.0
460,460,460,460,460,460,460,460,460,8653,0.1,A,41.5664,-120.1219,6,20080808,20080808,6049.0,20080808,248,46,151,0,3.5419009,110.0
461,461,461,461,461,461,461,461,461,8654,0.1,A,41.56666667,-121.07194444,6,20080806,20080806,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
462,462,462,462,462,462,462,462,462,8655,0.1,A,41.40833333,-121.11722222,6,20080921,20080922,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
463,463,463,463,463,463,463,463,463,8656,0.1,A,41.37666667,-121.48138889,6,20080806,20080806,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
464,464,464,464,464,464,464,464,464,8657,709.8,B,41.88996,-120.11935,6,20010808,20010808,6049.0,20010808,372,117,244,0,0.84173214,64.0
465,465,465,465,465,465,465,465,465,8658,0.4,A,41.78583333,-120.59444444,6,20080806,20080807,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
466,466,466,466,466,466,466,466,466,8659,0.1,A,41.34138889,-121.34111111,6,20080810,20080810,6049.0,20080810,177,36,105,0,2.4002745,110.0
467,467,467,467,467,467,467,467,467,8660,1.0,B,41.204331,-120.9422,6,19971005,19971005,6049.0,19971005,114,-16,35,0,1.9113358,100.0
468,468,468,468,468,468,468,468,468,8661,0.2,A,41.638781,-120.417989,6,20010808,20010808,6049.0,20010808,372,117,244,0,0.84173214,64.0
469,469,469,469,469,469,469,469,469,8662,0.5499999999999999,A,41.71277778,-120.5775,6,20080806,20080809,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
470,470,470,470,470,470,470,470,470,8663,0.25,A,41.97388889,-120.86972222,6,20080929,20081002,6049.0,20080929,279,136,194,0,1.5288239,71.5
471,471,471,471,471,471,471,471,471,8664,0.1,A,41.493831,-120.687761,6,19970610,19970610,6049.0,19970610,152,53,86,102,2.071831,111.667
472,472,472,472,472,472,472,472,472,8665,0.1,A,41.37277778,-121.46416667,6,20080806,20080808,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
473,473,473,473,473,473,473,473,473,8666,0.1,A,41.69361111,-120.56388889,6,20080807,20080807,6049.0,20080807,267,134,187,0,1.7846402,110.0
474,474,474,474,474,474,474,474,474,8667,0.1,A,41.493831,-120.687761,6,19970610,19970610,6049.0,19970610,152,53,86,102,2.071831,111.667
475,475,475,475,475,475,475,475,475,8668,1.0,B,41.552381,-120.534711,6,19970621,19970621,6049.0,19970621,142,-18,63,0,3.9363606,111.667
476,476,476,476,476,476,476,476,476,8669,0.25,A,41.745,-120.52972222,6,20080807,20080810,6049.0,20080807,267,134,187,0,1.7846402,110.0
477,477,477,477,477,477,477,477,477,8670,0.1,A,41.73444444,-121.09083333,6,20080806,20080810,6049.0,20080806,243,125,172,0,1.3703306999999998,110.0
478,478,478,478,478,478,478,478,478,8671,15.0,C,41.6098,-120.398719,6,19980709,19980709,6049.0,19980709,311,67,189,0,2.598332,100.0
479,479,479,479,479,479,479,479,479,8672,1.0,B,41.4792,-120.649311,6,19980716,19980716,6049.0,19980716,286,69,173,0,1.5160801000000002,239.667
480,480,480,480,480,480,480,480,480,8673,0.1,A,41.2725,-121.03944444,6,20080921,20080922,6049.0,20080921,158,15,75,0,1.0816636999999998,71.5
